Pq,Pr,Ps,Pt,E(QS) - desc,E(QS),E(QT) - desc,E(QT),E(RS) - desc,E(RS),E(RT) - desc,E(RT),E(QS) + E(RS) + E(RT) - E(QT)
4,1,3,1,'-17.0/31,-0.5483870967741935,'31.0/31,1.0,'10.0/18,0.5555555555555556,'-20.0/20,-1.0,-1.992831541218638
4,1,3,2,'-10.0/22,-0.45454545454545453,'13.0/29,0.4482758620689655,'14.0/22,0.6363636363636364,'-11.0/27,-0.4074074074074074,-0.6738650876581911
4,1,3,3,'-4.0/22,-0.18181818181818182,'-14.0/38,-0.3684210526315789,'14.0/20,0.7,'12.0/20,0.6,1.4866028708133971
4,1,3,4,'-11.0/27,-0.4074074074074074,'-24.0/24,-1.0,'9.0/23,0.391304347826087,'26.0/26,1.0,1.9838969404186795
4,1,3,5,'-8.0/22,-0.36363636363636365,'-9.0/29,-0.3103448275862069,'11.0/21,0.5238095238095238,'6.0/28,0.21428571428571427,0.6848037020450815
4,1,3,6,'-7.0/23,-0.30434782608695654,'4.0/28,0.14285714285714285,'14.0/20,0.7,'-15.0/29,-0.5172413793103449,-0.2644463482544443
4,1,4,1,'-21.0/21,-1.0,'34.0/34,1.0,'25.0/25,1.0,'-20.0/20,-1.0,-2.0
4,1,4,2,'-24.0/24,-1.0,'4.0/28,0.14285714285714285,'28.0/28,1.0,'-2.0/20,-0.1,-0.24285714285714285
4,1,4,3,'-25.0/25,-1.0,'-9.0/25,-0.36,'19.0/19,1.0,'23.0/31,0.7419354838709677,1.1019354838709678
4,1,4,4,'-25.0/25,-1.0,'-26.0/26,-1.0,'25.0/25,1.0,'24.0/24,1.0,2.0
4,1,4,5,'-25.0/25,-1.0,'-9.0/25,-0.36,'27.0/27,1.0,'7.0/23,0.30434782608695654,0.6643478260869565
4,1,4,6,'-21.0/21,-1.0,'14.0/26,0.5384615384615384,'32.0/32,1.0,'-7.0/21,-0.3333333333333333,-0.8717948717948718
4,1,5,1,'-2.0/28,-0.07142857142857142,'27.0/27,1.0,'15.0/17,0.8823529411764706,'-28.0/28,-1.0,-1.1890756302521008
4,1,5,2,'-4.0/28,-0.14285714285714285,'8.0/16,0.5,'11.0/27,0.4074074074074074,'-7.0/29,-0.2413793103448276,-0.4768290457945631
4,1,5,3,'-3.0/21,-0.14285714285714285,'-21.0/35,-0.6,'10.0/22,0.45454545454545453,'12.0/22,0.5454545454545454,1.457142857142857
4,1,5,4,'-7.0/23,-0.30434782608695654,'-34.0/34,-1.0,'3.0/19,0.15789473684210525,'24.0/24,1.0,1.8535469107551488
4,1,5,5,'-12.0/30,-0.4,'-6.0/24,-0.25,'14.0/26,0.5384615384615384,'10.0/20,0.5,0.8884615384615384
4,1,5,6,'-12.0/24,-0.5,'8.0/16,0.5,'7.0/29,0.2413793103448276,'-11.0/31,-0.3548387096774194,-1.1134593993325916
4,1,6,1,'12.0/26,0.46153846153846156,'25.0/25,1.0,'-12.0/26,-0.46153846153846156,'-23.0/23,-1.0,-2.0
4,1,6,2,'11.0/17,0.6470588235294118,'1.0/35,0.02857142857142857,'-6.0/20,-0.3,'-6.0/28,-0.21428571428571427,0.10420168067226897
4,1,6,3,'16.0/24,0.6666666666666666,'-17.0/29,-0.5862068965517241,'-7.0/21,-0.3333333333333333,'10.0/26,0.38461538461538464,1.304155614500442
4,1,6,4,'6.0/24,0.25,'-32.0/32,-1.0,'-12.0/26,-0.46153846153846156,'18.0/18,1.0,1.7884615384615383
4,1,6,5,'12.0/20,0.6,'-1.0/19,-0.05263157894736842,'-15.0/31,-0.4838709677419355,'8.0/30,0.26666666666666666,0.43542727787209956
4,1,6,6,'10.0/26,0.38461538461538464,'1.0/27,0.037037037037037035,'-2.0/28,-0.07142857142857142,'-3.0/19,-0.15789473684210525,0.1182550393076709
4,2,1,1,'26.0/26,1.0,'19.0/19,1.0,'-12.0/28,-0.42857142857142855,'1.0/27,0.037037037037037035,-0.3915343915343916
4,2,1,2,'20.0/20,1.0,'6.0/32,0.1875,'-6.0/18,-0.3333333333333333,'-30.0/30,-1.0,-0.5208333333333333
4,2,1,3,'28.0/28,1.0,'-6.0/16,-0.375,'-18.0/30,-0.6,'-16.0/26,-0.6153846153846154,0.1596153846153846
4,2,1,4,'24.0/24,1.0,'-25.0/25,-1.0,'-12.0/32,-0.375,'15.0/19,0.7894736842105263,2.4144736842105265
4,2,1,5,'25.0/25,1.0,'-14.0/30,-0.4666666666666667,'2.0/22,0.09090909090909091,'23.0/23,1.0,2.5575757575757576
4,2,1,6,'23.0/23,1.0,'0.0/26,0.0,'-9.0/17,-0.5294117647058824,'16.0/34,0.47058823529411764,0.9411764705882353
4,2,2,1,'10.0/26,0.38461538461538464,'22.0/22,1.0,'-27.0/27,-1.0,'-9.0/25,-0.36,-1.9753846153846153
4,2,2,2,'7.0/23,0.30434782608695654,'10.0/34,0.29411764705882354,'-16.0/16,-1.0,'-27.0/27,-1.0,-1.989769820971867
4,2,2,3,'-1.0/19,-0.05263157894736842,'-13.0/31,-0.41935483870967744,'-21.0/21,-1.0,'-7.0/29,-0.2413793103448276,-0.8746560505825185
4,2,2,4,'10.0/26,0.38461538461538464,'-32.0/32,-1.0,'-24.0/24,-1.0,'10.0/18,0.5555555555555556,0.9401709401709402
4,2,2,5,'16.0/32,0.5,'-11.0/23,-0.4782608695652174,'-20.0/20,-1.0,'25.0/25,1.0,0.9782608695652174
4,2,2,6,'9.0/27,0.3333333333333333,'11.0/23,0.4782608695652174,'-28.0/28,-1.0,'8.0/22,0.36363636363636365,-0.7812911725955205
4,2,3,1,'-7.0/23,-0.30434782608695654,'26.0/26,1.0,'-10.0/24,-0.4166666666666667,'-7.0/27,-0.25925925925925924,-1.9802737520128826
4,2,3,2,'-12.0/22,-0.5454545454545454,'12.0/30,0.4,'-12.0/26,-0.46153846153846156,'-22.0/22,-1.0,-2.406993006993007
4,2,3,3,'-4.0/24,-0.16666666666666666,'-4.0/22,-0.18181818181818182,'-12.0/26,-0.46153846153846156,'-10.0/28,-0.35714285714285715,-0.8035298035298035
4,2,3,4,'-6.0/30,-0.2,'-21.0/21,-1.0,'0.0/22,0.0,'7.0/27,0.25925925925925924,1.0592592592592593
4,2,3,5,'-14.0/22,-0.6363636363636364,'-17.0/25,-0.68,'-24.0/32,-0.75,'21.0/21,1.0,0.2936363636363638
4,2,3,6,'-4.0/28,-0.14285714285714285,'6.0/26,0.23076923076923078,'-8.0/28,-0.2857142857142857,'10.0/18,0.5555555555555556,-0.10378510378510375
4,2,4,1,'-22.0/22,-1.0,'26.0/26,1.0,'3.0/31,0.0967741935483871,'-5.0/21,-0.23809523809523808,-2.141321044546851
4,2,4,2,'-21.0/21,-1.0,'12.0/26,0.46153846153846156,'13.0/25,0.52,'-28.0/28,-1.0,-1.9415384615384617
4,2,4,3,'-24.0/24,-1.0,'-18.0/30,-0.6,'9.0/23,0.391304347826087,'-3.0/23,-0.13043478260869565,-0.13913043478260878
4,2,4,4,'-30.0/30,-1.0,'-21.0/21,-1.0,'1.0/23,0.043478260869565216,'16.0/26,0.6153846153846154,0.6588628762541806
4,2,4,5,'-33.0/33,-1.0,'-3.0/19,-0.15789473684210525,'10.0/28,0.35714285714285715,'20.0/20,1.0,0.5150375939849625
4,2,4,6,'-27.0/27,-1.0,'5.0/25,0.2,'2.0/26,0.07692307692307693,'8.0/22,0.36363636363636365,-0.7594405594405595
4,2,5,1,'-9.0/25,-0.36,'21.0/21,1.0,'22.0/22,1.0,'-8.0/32,-0.25,-0.61
4,2,5,2,'-13.0/25,-0.52,'-4.0/24,-0.16666666666666666,'31.0/31,1.0,'-20.0/20,-1.0,-0.3533333333333334
4,2,5,3,'-7.0/19,-0.3684210526315789,'-14.0/28,-0.5,'23.0/23,1.0,'-10.0/30,-0.3333333333333333,0.7982456140350878
4,2,5,4,'-8.0/24,-0.3333333333333333,'-26.0/26,-1.0,'27.0/27,1.0,'9.0/23,0.391304347826087,2.057971014492754
4,2,5,5,'-12.0/30,-0.4,'-9.0/29,-0.3103448275862069,'17.0/17,1.0,'24.0/24,1.0,1.910344827586207
4,2,5,6,'-8.0/26,-0.3076923076923077,'10.0/26,0.38461538461538464,'26.0/26,1.0,'2.0/22,0.09090909090909091,0.3986013986013986
4,2,6,1,'3.0/21,0.14285714285714285,'24.0/24,1.0,'-3.0/25,-0.12,'-16.0/30,-0.5333333333333333,-1.5104761904761905
4,2,6,2,'21.0/31,0.6774193548387096,'8.0/16,0.5,'10.0/28,0.35714285714285715,'-25.0/25,-1.0,-0.4654377880184333
4,2,6,3,'13.0/23,0.5652173913043478,'-4.0/24,-0.16666666666666666,'7.0/27,0.25925925925925924,'-4.0/26,-0.15384615384615385,0.8372971633841197
4,2,6,4,'1.0/25,0.04,'-24.0/24,-1.0,'12.0/28,0.42857142857142855,'13.0/23,0.5652173913043478,2.0337888198757765
4,2,6,5,'12.0/24,0.5,'-6.0/16,-0.375,'0.0/26,0.0,'34.0/34,1.0,1.875
4,2,6,6,'3.0/25,0.12,'20.0/36,0.5555555555555556,'7.0/15,0.4666666666666667,'2.0/24,0.08333333333333333,0.11444444444444446
4,3,1,1,'25.0/25,1.0,'27.0/27,1.0,'8.0/16,0.5,'10.0/32,0.3125,0.8125
4,3,1,2,'20.0/20,1.0,'7.0/23,0.30434782608695654,'14.0/28,0.5,'-7.0/29,-0.2413793103448276,0.9542728635682158
4,3,1,3,'21.0/21,1.0,'-5.0/25,-0.2,'7.0/25,0.28,'-29.0/29,-1.0,0.48000000000000004
4,3,1,4,'36.0/36,1.0,'-25.0/25,-1.0,'1.0/17,0.058823529411764705,'-12.0/22,-0.5454545454545454,1.5133689839572193
4,3,1,5,'22.0/22,1.0,'0.0/28,0.0,'10.0/22,0.45454545454545453,'-4.0/28,-0.14285714285714285,1.3116883116883118
4,3,1,6,'27.0/27,1.0,'12.0/24,0.5,'-1.0/25,-0.04,'24.0/24,1.0,1.46
4,3,2,1,'12.0/20,0.6,'23.0/23,1.0,'1.0/29,0.034482758620689655,'8.0/28,0.2857142857142857,-0.07980295566502471
4,3,2,2,'8.0/18,0.4444444444444444,'17.0/25,0.68,'-18.0/26,-0.6923076923076923,'-17.0/31,-0.5483870967741935,-1.4762503446374415
4,3,2,3,'11.0/25,0.44,'-7.0/29,-0.2413793103448276,'-9.0/19,-0.47368421052631576,'-27.0/27,-1.0,-0.7923049001814881
4,3,2,4,'7.0/23,0.30434782608695654,'-21.0/21,-1.0,'-18.0/26,-0.6923076923076923,'-22.0/30,-0.7333333333333333,-0.12129319955406892
4,3,2,5,'7.0/21,0.3333333333333333,'-7.0/25,-0.28,'-12.0/26,-0.46153846153846156,'8.0/28,0.2857142857142857,0.4375091575091575
4,3,2,6,'3.0/19,0.15789473684210525,'0.0/30,0.0,'-6.0/24,-0.25,'27.0/27,1.0,0.9078947368421053
4,3,3,1,'-12.0/22,-0.5454545454545454,'27.0/27,1.0,'-19.0/19,-1.0,'0.0/32,0.0,-2.5454545454545454
4,3,3,2,'-7.0/19,-0.3684210526315789,'6.0/28,0.21428571428571427,'-33.0/33,-1.0,'-6.0/20,-0.3,-1.8827067669172932
4,3,3,3,'-8.0/32,-0.25,'-13.0/19,-0.6842105263157895,'-28.0/28,-1.0,'-21.0/21,-1.0,-1.5657894736842106
4,3,3,4,'-15.0/25,-0.6,'-21.0/21,-1.0,'-27.0/27,-1.0,'-11.0/27,-0.4074074074074074,-1.0074074074074075
4,3,3,5,'-4.0/26,-0.15384615384615385,'-9.0/29,-0.3103448275862069,'-20.0/20,-1.0,'17.0/25,0.68,-0.1635013262599468
4,3,3,6,'-8.0/24,-0.3333333333333333,'12.0/28,0.42857142857142855,'-22.0/22,-1.0,'26.0/26,1.0,-0.7619047619047619
4,3,4,1,'-30.0/30,-1.0,'24.0/24,1.0,'-10.0/22,-0.45454545454545453,'10.0/24,0.4166666666666667,-2.037878787878788
4,3,4,2,'-24.0/24,-1.0,'7.0/23,0.30434782608695654,'-7.0/25,-0.28,'-10.0/28,-0.35714285714285715,-1.9414906832298138
4,3,4,3,'-23.0/23,-1.0,'-11.0/33,-0.3333333333333333,'3.0/23,0.13043478260869565,'-21.0/21,-1.0,-1.536231884057971
4,3,4,4,'-17.0/17,-1.0,'-26.0/26,-1.0,'-6.0/26,-0.23076923076923078,'-11.0/31,-0.3548387096774194,-0.5856079404466503
4,3,4,5,'-32.0/32,-1.0,'-3.0/21,-0.14285714285714285,'-13.0/23,-0.5652173913043478,'14.0/24,0.5833333333333334,-0.8390269151138714
4,3,4,6,'-17.0/17,-1.0,'10.0/22,0.45454545454545453,'-7.0/27,-0.25925925925925924,'34.0/34,1.0,-0.7138047138047139
4,3,5,1,'-8.0/26,-0.3076923076923077,'25.0/25,1.0,'16.0/22,0.7272727272727273,'9.0/27,0.3333333333333333,-0.24708624708624716
4,3,5,2,'2.0/22,0.09090909090909091,'17.0/31,0.5483870967741935,'4.0/22,0.18181818181818182,'-15.0/25,-0.6,-0.8756598240469208
4,3,5,3,'-11.0/33,-0.3333333333333333,'-7.0/21,-0.3333333333333333,'4.0/26,0.15384615384615385,'-20.0/20,-1.0,-0.8461538461538463
4,3,5,4,'-4.0/20,-0.2,'-22.0/22,-1.0,'13.0/29,0.4482758620689655,'-9.0/29,-0.3103448275862069,0.9379310344827586
4,3,5,5,'-8.0/18,-0.4444444444444444,'-15.0/29,-0.5172413793103449,'7.0/29,0.2413793103448276,'14.0/24,0.5833333333333334,0.8975095785440614
4,3,5,6,'-8.0/22,-0.36363636363636365,'13.0/29,0.4482758620689655,'14.0/24,0.5833333333333334,'25.0/25,1.0,0.7714211076280042
4,3,6,1,'4.0/26,0.15384615384615385,'31.0/31,1.0,'24.0/24,1.0,'11.0/19,0.5789473684210527,0.7327935222672064
4,3,6,2,'17.0/23,0.7391304347826086,'10.0/24,0.4166666666666667,'27.0/27,1.0,'-10.0/26,-0.38461538461538464,0.9378483835005573
4,3,6,3,'7.0/17,0.4117647058823529,'-13.0/33,-0.3939393939393939,'25.0/25,1.0,'-25.0/25,-1.0,0.8057040998217467
4,3,6,4,'4.0/20,0.2,'-29.0/29,-1.0,'21.0/21,1.0,'-4.0/30,-0.13333333333333333,2.0666666666666664
4,3,6,5,'-3.0/23,-0.13043478260869565,'-14.0/28,-0.5,'26.0/26,1.0,'7.0/23,0.30434782608695654,1.6739130434782608
4,3,6,6,'12.0/26,0.46153846153846156,'9.0/23,0.391304347826087,'32.0/32,1.0,'19.0/19,1.0,2.0702341137123748
4,4,1,1,'36.0/36,1.0,'29.0/29,1.0,'19.0/19,1.0,'16.0/16,1.0,2.0
4,4,1,2,'27.0/27,1.0,'1.0/35,0.02857142857142857,'22.0/22,1.0,'6.0/16,0.375,2.3464285714285715
4,4,1,3,'27.0/27,1.0,'-13.0/35,-0.37142857142857144,'15.0/15,1.0,'-9.0/23,-0.391304347826087,1.9801242236024845
4,4,1,4,'22.0/22,1.0,'-18.0/18,-1.0,'35.0/35,1.0,'-25.0/25,-1.0,2.0
4,4,1,5,'15.0/15,1.0,'-17.0/25,-0.68,'27.0/27,1.0,'-25.0/33,-0.7575757575757576,1.9224242424242424
4,4,1,6,'25.0/25,1.0,'13.0/27,0.48148148148148145,'20.0/20,1.0,'12.0/28,0.42857142857142855,1.947089947089947
4,4,2,1,'13.0/31,0.41935483870967744,'19.0/19,1.0,'-1.0/21,-0.047619047619047616,'29.0/29,1.0,0.3717357910906298
4,4,2,2,'16.0/22,0.7272727272727273,'7.0/19,0.3684210526315789,'6.0/24,0.25,'25.0/35,0.7142857142857143,1.3231373889268625
4,4,2,3,'10.0/24,0.4166666666666667,'-9.0/25,-0.36,'22.0/26,0.8461538461538461,'-11.0/25,-0.44,1.1828205128205127
4,4,2,4,'4.0/26,0.15384615384615385,'-24.0/24,-1.0,'10.0/30,0.3333333333333333,'-20.0/20,-1.0,0.4871794871794872
4,4,2,5,'13.0/27,0.48148148148148145,'-3.0/23,-0.13043478260869565,'14.0/26,0.5384615384615384,'-10.0/24,-0.4166666666666667,0.7337111358850489
4,4,2,6,'13.0/33,0.3939393939393939,'11.0/25,0.44,'5.0/21,0.23809523809523808,'13.0/21,0.6190476190476191,0.8110822510822511
4,4,3,1,'-6.0/28,-0.21428571428571427,'23.0/23,1.0,'-2.0/18,-0.1111111111111111,'31.0/31,1.0,-0.32539682539682535
4,4,3,2,'-8.0/26,-0.3076923076923077,'-1.0/23,-0.043478260869565216,'3.0/25,0.12,'-2.0/26,-0.07692307692307693,-0.22113712374581942
4,4,3,3,'-15.0/31,-0.4838709677419355,'-6.0/24,-0.25,'-7.0/25,-0.28,'-8.0/20,-0.4,-0.9138709677419357
4,4,3,4,'-6.0/24,-0.25,'-24.0/24,-1.0,'-4.0/30,-0.13333333333333333,'-22.0/22,-1.0,-0.3833333333333333
4,4,3,5,'-10.0/26,-0.38461538461538464,'-4.0/18,-0.2222222222222222,'-11.0/25,-0.44,'-9.0/31,-0.2903225806451613,-0.8927157430383238
4,4,3,6,'-13.0/23,-0.5652173913043478,'9.0/27,0.3333333333333333,'-4.0/22,-0.18181818181818182,'2.0/28,0.07142857142857142,-1.0089403350272914
4,4,4,1,'-24.0/24,-1.0,'25.0/25,1.0,'-25.0/25,-1.0,'26.0/26,1.0,-2.0
4,4,4,2,'-28.0/28,-1.0,'11.0/19,0.5789473684210527,'-34.0/34,-1.0,'11.0/19,0.5789473684210527,-2.0
4,4,4,3,'-31.0/31,-1.0,'-1.0/23,-0.043478260869565216,'-23.0/23,-1.0,'-7.0/23,-0.30434782608695654,-2.260869565217391
4,4,4,4,'-23.0/23,-1.0,'-29.0/29,-1.0,'-25.0/25,-1.0,'-23.0/23,-1.0,-2.0
4,4,4,5,'-19.0/19,-1.0,'-5.0/27,-0.18518518518518517,'-26.0/26,-1.0,'-16.0/28,-0.5714285714285714,-2.386243386243386
4,4,4,6,'-20.0/20,-1.0,'4.0/28,0.14285714285714285,'-31.0/31,-1.0,'11.0/21,0.5238095238095238,-1.619047619047619
4,4,5,1,'-9.0/25,-0.36,'24.0/24,1.0,'-8.0/30,-0.26666666666666666,'21.0/21,1.0,-0.6266666666666667
4,4,5,2,'-5.0/29,-0.1724137931034483,'9.0/17,0.5294117647058824,'-15.0/31,-0.4838709677419355,'9.0/23,0.391304347826087,-0.7943921777251792
4,4,5,3,'4.0/26,0.15384615384615385,'-9.0/21,-0.42857142857142855,'-11.0/31,-0.3548387096774194,'-4.0/22,-0.18181818181818182,0.045760690921981206
4,4,5,4,'-4.0/28,-0.14285714285714285,'-29.0/29,-1.0,'-2.0/22,-0.09090909090909091,'-21.0/21,-1.0,-0.23376623376623384
4,4,5,5,'-14.0/24,-0.5833333333333334,'-16.0/26,-0.6153846153846154,'-1.0/29,-0.034482758620689655,'1.0/21,0.047619047619047616,0.04518757104964011
4,4,5,6,'-10.0/22,-0.45454545454545453,'15.0/33,0.45454545454545453,'0.0/24,0.0,'3.0/21,0.14285714285714285,-0.7662337662337662
4,4,6,1,'14.0/24,0.5833333333333334,'23.0/23,1.0,'3.0/21,0.14285714285714285,'32.0/32,1.0,0.7261904761904763
4,4,6,2,'5.0/21,0.23809523809523808,'10.0/26,0.38461538461538464,'7.0/29,0.2413793103448276,'6.0/24,0.25,0.344859163824681
4,4,6,3,'6.0/22,0.2727272727272727,'-12.0/24,-0.5,'2.0/22,0.09090909090909091,'-16.0/32,-0.5,0.36363636363636365
4,4,6,4,'-3.0/25,-0.12,'-22.0/22,-1.0,'3.0/31,0.0967741935483871,'-22.0/22,-1.0,-0.023225806451612874
4,4,6,5,'8.0/36,0.2222222222222222,'-9.0/21,-0.42857142857142855,'8.0/20,0.4,'-9.0/23,-0.391304347826087,0.6594893029675638
4,4,6,6,'13.0/27,0.48148148148148145,'6.0/22,0.2727272727272727,'5.0/25,0.2,'10.0/26,0.38461538461538464,0.7933695933695935
4,5,1,1,'16.0/16,1.0,'29.0/29,1.0,'12.0/24,0.5,'11.0/31,0.3548387096774194,0.8548387096774195
4,5,1,2,'20.0/20,1.0,'9.0/29,0.3103448275862069,'0.0/26,0.0,'25.0/25,1.0,1.6896551724137931
4,5,1,3,'26.0/26,1.0,'-11.0/33,-0.3333333333333333,'10.0/26,0.38461538461538464,'5.0/15,0.3333333333333333,2.051282051282051
4,5,1,4,'27.0/27,1.0,'-25.0/25,-1.0,'-1.0/17,-0.058823529411764705,'-13.0/31,-0.41935483870967744,1.5218216318785578
4,5,1,5,'24.0/24,1.0,'-9.0/25,-0.36,'9.0/25,0.36,'-26.0/26,-1.0,0.7199999999999999
4,5,1,6,'26.0/26,1.0,'1.0/19,0.05263157894736842,'0.0/20,0.0,'-21.0/35,-0.6,0.3473684210526316
4,5,2,1,'6.0/26,0.23076923076923078,'24.0/24,1.0,'26.0/26,1.0,'6.0/24,0.25,0.48076923076923084
4,5,2,2,'9.0/25,0.36,'9.0/23,0.391304347826087,'21.0/21,1.0,'31.0/31,1.0,1.968695652173913
4,5,2,3,'-3.0/25,-0.12,'-7.0/27,-0.25925925925925924,'28.0/28,1.0,'8.0/20,0.4,1.5392592592592593
4,5,2,4,'11.0/25,0.44,'-23.0/23,-1.0,'21.0/21,1.0,'-3.0/31,-0.0967741935483871,2.343225806451613
4,5,2,5,'10.0/20,0.5,'-11.0/31,-0.3548387096774194,'21.0/21,1.0,'-28.0/28,-1.0,0.8548387096774194
4,5,2,6,'7.0/23,0.30434782608695654,'-3.0/31,-0.0967741935483871,'26.0/26,1.0,'-10.0/20,-0.5,0.9011220196353437
4,5,3,1,'-7.0/19,-0.3684210526315789,'26.0/26,1.0,'8.0/22,0.36363636363636365,'13.0/33,0.3939393939393939,-0.6108452950558214
4,5,3,2,'1.0/23,0.043478260869565216,'5.0/23,0.21739130434782608,'15.0/29,0.5172413793103449,'25.0/25,1.0,1.343328335832084
4,5,3,3,'-4.0/22,-0.18181818181818182,'-1.0/27,-0.037037037037037035,'5.0/21,0.23809523809523808,'4.0/30,0.13333333333333333,0.22664742664742663
4,5,3,4,'1.0/19,0.05263157894736842,'-27.0/27,-1.0,'10.0/28,0.35714285714285715,'-12.0/26,-0.46153846153846156,0.948235974551764
4,5,3,5,'-13.0/27,-0.48148148148148145,'-5.0/21,-0.23809523809523808,'17.0/33,0.5151515151515151,'-19.0/19,-1.0,-0.7282347282347281
4,5,3,6,'-18.0/26,-0.6923076923076923,'9.0/19,0.47368421052631576,'7.0/25,0.28,'-10.0/30,-0.3333333333333333,-1.2193252361673412
4,5,4,1,'-28.0/28,-1.0,'22.0/22,1.0,'-17.0/25,-0.68,'11.0/25,0.44,-2.24
4,5,4,2,'-33.0/33,-1.0,'14.0/22,0.6363636363636364,'-15.0/19,-0.7894736842105263,'26.0/26,1.0,-1.4258373205741628
4,5,4,3,'-21.0/21,-1.0,'-5.0/23,-0.21739130434782608,'-1.0/27,-0.037037037037037035,'13.0/29,0.4482758620689655,-0.3713698706202454
4,5,4,4,'-23.0/23,-1.0,'-31.0/31,-1.0,'-3.0/27,-0.1111111111111111,'-9.0/19,-0.47368421052631576,-0.5847953216374269
4,5,4,5,'-26.0/26,-1.0,'-10.0/28,-0.35714285714285715,'-7.0/19,-0.3684210526315789,'-27.0/27,-1.0,-2.0112781954887216
4,5,4,6,'-24.0/24,-1.0,'3.0/23,0.13043478260869565,'-15.0/27,-0.5555555555555556,'-16.0/26,-0.6153846153846154,-2.301374953548867
4,5,5,1,'-12.0/22,-0.5454545454545454,'22.0/22,1.0,'-24.0/24,-1.0,'10.0/32,0.3125,-2.2329545454545454
4,5,5,2,'-4.0/18,-0.2222222222222222,'11.0/35,0.3142857142857143,'-23.0/23,-1.0,'24.0/24,1.0,-0.5365079365079366
4,5,5,3,'-4.0/20,-0.2,'-3.0/19,-0.15789473684210525,'-31.0/31,-1.0,'14.0/30,0.4666666666666667,-0.5754385964912281
4,5,5,4,'-2.0/24,-0.08333333333333333,'-23.0/23,-1.0,'-26.0/26,-1.0,'-15.0/27,-0.5555555555555556,-0.6388888888888888
4,5,5,5,'-9.0/25,-0.36,'-13.0/27,-0.48148148148148145,'-27.0/27,-1.0,'-21.0/21,-1.0,-1.8785185185185185
4,5,5,6,'-7.0/29,-0.2413793103448276,'6.0/22,0.2727272727272727,'-28.0/28,-1.0,'-5.0/21,-0.23809523809523808,-1.7522018211673385
4,5,6,1,'5.0/21,0.23809523809523808,'27.0/27,1.0,'-11.0/23,-0.4782608695652174,'13.0/29,0.4482758620689655,-0.7918897694010139
4,5,6,2,'2.0/30,0.06666666666666667,'5.0/25,0.2,'-2.0/22,-0.09090909090909091,'23.0/23,1.0,0.7757575757575756
4,5,6,3,'5.0/23,0.21739130434782608,'-6.0/20,-0.3,'-15.0/27,-0.5555555555555556,'10.0/30,0.3333333333333333,0.2951690821256038
4,5,6,4,'17.0/35,0.4857142857142857,'-21.0/21,-1.0,'-8.0/20,-0.4,'-8.0/24,-0.3333333333333333,0.7523809523809524
4,5,6,5,'9.0/23,0.391304347826087,'-16.0/34,-0.47058823529411764,'-12.0/18,-0.6666666666666666,'-25.0/25,-1.0,-0.804774083546462
4,5,6,6,'4.0/18,0.2222222222222222,'3.0/31,0.0967741935483871,'-14.0/30,-0.4666666666666667,'-13.0/21,-0.6190476190476191,-0.9602662570404507
4,6,1,1,'26.0/26,1.0,'24.0/24,1.0,'-10.0/28,-0.35714285714285715,'-18.0/22,-0.8181818181818182,-1.1753246753246755
4,6,1,2,'16.0/16,1.0,'11.0/29,0.3793103448275862,'-22.0/30,-0.7333333333333333,'11.0/25,0.44,0.3273563218390806
4,6,1,3,'26.0/26,1.0,'-4.0/22,-0.18181818181818182,'-11.0/15,-0.7333333333333333,'37.0/37,1.0,1.4484848484848485
4,6,1,4,'21.0/21,1.0,'-26.0/26,-1.0,'-4.0/30,-0.13333333333333333,'9.0/23,0.391304347826087,2.2579710144927536
4,6,1,5,'22.0/22,1.0,'-5.0/19,-0.2631578947368421,'-13.0/29,-0.4482758620689655,'-4.0/30,-0.13333333333333333,0.6815486993345432
4,6,1,6,'29.0/29,1.0,'7.0/17,0.4117647058823529,'-7.0/31,-0.22580645161290322,'-23.0/23,-1.0,-0.6375711574952562
4,6,2,1,'9.0/23,0.391304347826087,'26.0/26,1.0,'13.0/29,0.4482758620689655,'-12.0/22,-0.5454545454545454,-0.705874335559493
4,6,2,2,'6.0/30,0.2,'2.0/22,0.09090909090909091,'8.0/22,0.36363636363636365,'6.0/26,0.23076923076923078,0.7034965034965036
4,6,2,3,'8.0/18,0.4444444444444444,'-8.0/26,-0.3076923076923077,'7.0/27,0.25925925925925924,'29.0/29,1.0,2.0113960113960117
4,6,2,4,'11.0/27,0.4074074074074074,'-26.0/26,-1.0,'5.0/21,0.23809523809523808,'4.0/26,0.15384615384615385,1.7993487993487993
4,6,2,5,'-2.0/24,-0.08333333333333333,'-6.0/26,-0.23076923076923078,'2.0/32,0.0625,'-2.0/18,-0.1111111111111111,0.09882478632478636
4,6,2,6,'10.0/22,0.45454545454545453,'5.0/21,0.23809523809523808,'9.0/31,0.2903225806451613,'-26.0/26,-1.0,-0.49322720290462224
4,6,3,1,'-8.0/24,-0.3333333333333333,'31.0/31,1.0,'25.0/25,1.0,'-6.0/20,-0.3,-0.6333333333333333
4,6,3,2,'-10.0/30,-0.3333333333333333,'14.0/22,0.6363636363636364,'26.0/26,1.0,'4.0/22,0.18181818181818182,0.21212121212121227
4,6,3,3,'-9.0/23,-0.391304347826087,'-8.0/22,-0.36363636363636365,'35.0/35,1.0,'20.0/20,1.0,1.9723320158102768
4,6,3,4,'-3.0/31,-0.0967741935483871,'-24.0/24,-1.0,'23.0/23,1.0,'0.0/22,0.0,1.903225806451613
