Pq,Pr,Ps,Pt,E(QS) - desc,E(QS),E(QT) - desc,E(QT),E(RS) - desc,E(RS),E(RT) - desc,E(RT),E(QS) + E(RS) + E(RT) - E(QT)
4,6,3,5,'-12.0/20,-0.6,'-11.0/23,-0.4782608695652174,'30.0/30,1.0,'-3.0/27,-0.1111111111111111,0.7671497584541063
4,6,3,6,'0.0/20,0.0,'-3.0/21,-0.14285714285714285,'30.0/30,1.0,'-29.0/29,-1.0,0.14285714285714285
4,6,4,1,'-24.0/24,-1.0,'27.0/27,1.0,'16.0/24,0.6666666666666666,'-7.0/25,-0.28,-1.6133333333333333
4,6,4,2,'-29.0/29,-1.0,'10.0/20,0.5,'10.0/28,0.35714285714285715,'11.0/23,0.4782608695652174,-0.6645962732919254
4,6,4,3,'-23.0/23,-1.0,'-5.0/25,-0.2,'8.0/26,0.3076923076923077,'26.0/26,1.0,0.5076923076923077
4,6,4,4,'-29.0/29,-1.0,'-21.0/21,-1.0,'1.0/25,0.04,'5.0/25,0.2,0.24
4,6,4,5,'-24.0/24,-1.0,'-11.0/27,-0.4074074074074074,'3.0/27,0.1111111111111111,'-18.0/22,-0.8181818181818182,-1.2996632996632997
4,6,4,6,'-24.0/24,-1.0,'13.0/25,0.52,'6.0/22,0.2727272727272727,'-29.0/29,-1.0,-2.247272727272727
4,6,5,1,'-8.0/24,-0.3333333333333333,'28.0/28,1.0,'-6.0/22,-0.2727272727272727,'-14.0/26,-0.5384615384615384,-2.1445221445221443
4,6,5,2,'-5.0/25,-0.2,'10.0/26,0.38461538461538464,'-7.0/21,-0.3333333333333333,'16.0/28,0.5714285714285714,-0.34652014652014657
4,6,5,3,'-15.0/33,-0.45454545454545453,'-12.0/32,-0.375,'-10.0/18,-0.5555555555555556,'17.0/17,1.0,0.36489898989898983
4,6,5,4,'-10.0/28,-0.35714285714285715,'-26.0/26,-1.0,'-11.0/27,-0.4074074074074074,'9.0/19,0.47368421052631576,0.7091339459760513
4,6,5,5,'-4.0/24,-0.16666666666666666,'-8.0/18,-0.4444444444444444,'-2.0/18,-0.1111111111111111,'-16.0/40,-0.4,-0.2333333333333334
4,6,5,6,'1.0/23,0.043478260869565216,'12.0/28,0.42857142857142855,'-13.0/17,-0.7647058823529411,'-32.0/32,-1.0,-2.1497990500548045
4,6,6,1,'5.0/15,0.3333333333333333,'25.0/25,1.0,'-33.0/33,-1.0,'-19.0/27,-0.7037037037037037,-2.3703703703703702
4,6,6,2,'2.0/20,0.1,'11.0/25,0.44,'-28.0/28,-1.0,'19.0/27,0.7037037037037037,-0.6362962962962964
4,6,6,3,'3.0/25,0.12,'-12.0/20,-0.6,'-22.0/22,-1.0,'33.0/33,1.0,0.72
4,6,6,4,'6.0/30,0.2,'-23.0/23,-1.0,'-20.0/20,-1.0,'5.0/27,0.18518518518518517,0.3851851851851851
4,6,6,5,'6.0/22,0.2727272727272727,'-18.0/30,-0.6,'-29.0/29,-1.0,'-1.0/19,-0.05263157894736842,-0.17990430622009568
4,6,6,6,'9.0/29,0.3103448275862069,'17.0/29,0.5862068965517241,'-22.0/22,-1.0,'-20.0/20,-1.0,-2.2758620689655173
5,1,1,1,'2.0/28,0.07142857142857142,'7.0/23,0.30434782608695654,'-25.0/25,-1.0,'-24.0/24,-1.0,-2.232919254658385
5,1,1,2,'8.0/24,0.3333333333333333,'21.0/21,1.0,'-29.0/29,-1.0,'2.0/26,0.07692307692307693,-1.5897435897435899
5,1,1,3,'5.0/31,0.16129032258064516,'11.0/25,0.44,'-21.0/21,-1.0,'11.0/23,0.4782608695652174,-0.8004488078541374
5,1,1,4,'4.0/22,0.18181818181818182,'-8.0/26,-0.3076923076923077,'-29.0/29,-1.0,'23.0/23,1.0,0.4895104895104896
5,1,1,5,'3.0/27,0.1111111111111111,'-20.0/20,-1.0,'-25.0/25,-1.0,'8.0/28,0.2857142857142857,0.39682539682539686
5,1,1,6,'10.0/28,0.35714285714285715,'-6.0/24,-0.25,'-21.0/21,-1.0,'-7.0/27,-0.25925925925925924,-0.6521164021164021
5,1,2,1,'26.0/26,1.0,'4.0/28,0.14285714285714285,'-5.0/21,-0.23809523809523808,'-25.0/25,-1.0,-0.380952380952381
5,1,2,2,'27.0/27,1.0,'22.0/22,1.0,'-4.0/24,-0.16666666666666666,'1.0/27,0.037037037037037035,-0.12962962962962954
5,1,2,3,'22.0/22,1.0,'8.0/26,0.3076923076923077,'-4.0/28,-0.14285714285714285,'6.0/24,0.25,0.7994505494505495
5,1,2,4,'21.0/21,1.0,'1.0/23,0.043478260869565216,'-5.0/29,-0.1724137931034483,'27.0/27,1.0,1.7841079460269864
5,1,2,5,'30.0/30,1.0,'-22.0/22,-1.0,'-12.0/24,-0.5,'14.0/24,0.5833333333333334,2.0833333333333335
5,1,2,6,'21.0/21,1.0,'-13.0/25,-0.52,'-13.0/25,-0.52,'-9.0/29,-0.3103448275862069,0.6896551724137931
5,1,3,1,'5.0/21,0.23809523809523808,'7.0/25,0.28,'6.0/28,0.21428571428571427,'-26.0/26,-1.0,-0.8276190476190477
5,1,3,2,'17.0/23,0.7391304347826086,'25.0/25,1.0,'8.0/18,0.4444444444444444,'-8.0/34,-0.23529411764705882,-0.05171923842000581
5,1,3,3,'11.0/21,0.5238095238095238,'15.0/33,0.45454545454545453,'14.0/24,0.5833333333333334,'8.0/22,0.36363636363636365,1.0162337662337664
5,1,3,4,'2.0/26,0.07692307692307693,'2.0/28,0.07142857142857142,'8.0/20,0.4,'26.0/26,1.0,1.4054945054945056
5,1,3,5,'5.0/31,0.16129032258064516,'-19.0/19,-1.0,'15.0/23,0.6521739130434783,'11.0/27,0.4074074074074074,2.220871643031531
5,1,3,6,'7.0/23,0.30434782608695654,'-4.0/30,-0.13333333333333333,'8.0/24,0.3333333333333333,'-13.0/23,-0.5652173913043478,0.20579710144927535
5,1,4,1,'-15.0/31,-0.4838709677419355,'6.0/20,0.3,'25.0/25,1.0,'-24.0/24,-1.0,-0.7838709677419355
5,1,4,2,'-7.0/19,-0.3684210526315789,'23.0/23,1.0,'37.0/37,1.0,'-7.0/21,-0.3333333333333333,-0.7017543859649122
5,1,4,3,'-16.0/24,-0.6666666666666666,'2.0/28,0.07142857142857142,'26.0/26,1.0,'10.0/22,0.45454545454545453,0.7164502164502164
5,1,4,4,'-10.0/26,-0.38461538461538464,'-9.0/17,-0.5294117647058824,'34.0/34,1.0,'23.0/23,1.0,2.1447963800904977
5,1,4,5,'-20.0/24,-0.8333333333333334,'-24.0/24,-1.0,'19.0/19,1.0,'15.0/33,0.45454545454545453,1.621212121212121
5,1,4,6,'-11.0/29,-0.3793103448275862,'-5.0/21,-0.23809523809523808,'21.0/21,1.0,'-19.0/29,-0.6551724137931034,0.20361247947454847
5,1,5,1,'-25.0/25,-1.0,'10.0/24,0.4166666666666667,'3.0/29,0.10344827586206896,'-22.0/22,-1.0,-2.3132183908045976
5,1,5,2,'-19.0/19,-1.0,'25.0/25,1.0,'3.0/27,0.1111111111111111,'-3.0/29,-0.10344827586206896,-1.9923371647509578
5,1,5,3,'-24.0/24,-1.0,'6.0/16,0.375,'5.0/33,0.15151515151515152,'13.0/27,0.48148148148148145,-0.742003367003367
5,1,5,4,'-22.0/22,-1.0,'-10.0/32,-0.3125,'2.0/16,0.125,'30.0/30,1.0,0.4375
5,1,5,5,'-26.0/26,-1.0,'-15.0/15,-1.0,'6.0/34,0.17647058823529413,'5.0/25,0.2,0.3764705882352941
5,1,5,6,'-21.0/21,-1.0,'-9.0/21,-0.42857142857142855,'9.0/25,0.36,'-11.0/33,-0.3333333333333333,-0.5447619047619048
5,1,6,1,'-9.0/31,-0.2903225806451613,'7.0/25,0.28,'-2.0/22,-0.09090909090909091,'-22.0/22,-1.0,-1.6612316715542523
5,1,6,2,'-13.0/25,-0.52,'23.0/23,1.0,'-4.0/24,-0.16666666666666666,'-12.0/28,-0.42857142857142855,-2.1152380952380954
5,1,6,3,'-15.0/27,-0.5555555555555556,'11.0/19,0.5789473684210527,'-8.0/28,-0.2857142857142857,'6.0/26,0.23076923076923078,-1.1894479789216632
5,1,6,4,'-4.0/22,-0.18181818181818182,'-3.0/31,-0.0967741935483871,'-10.0/22,-0.45454545454545453,'25.0/25,1.0,0.46041055718475077
5,1,6,5,'-3.0/25,-0.12,'-25.0/25,-1.0,'-5.0/25,-0.2,'5.0/25,0.2,0.88
5,1,6,6,'-10.0/26,-0.38461538461538464,'-11.0/25,-0.44,'-3.0/13,-0.23076923076923078,'-14.0/36,-0.3888888888888889,-0.5642735042735043
5,2,1,1,'8.0/26,0.3076923076923077,'6.0/20,0.3,'-6.0/32,-0.1875,'-8.0/22,-0.36363636363636365,-0.5434440559440559
5,2,1,2,'13.0/19,0.6842105263157895,'27.0/27,1.0,'-1.0/25,-0.04,'-29.0/29,-1.0,-1.3557894736842107
5,2,1,3,'6.0/20,0.3,'11.0/29,0.3793103448275862,'-13.0/29,-0.4482758620689655,'-18.0/22,-0.8181818181818182,-1.3457680250783701
5,2,1,4,'14.0/28,0.5,'-5.0/21,-0.23809523809523808,'-9.0/31,-0.2903225806451613,'12.0/20,0.6,1.0477726574500767
5,2,1,5,'15.0/29,0.5172413793103449,'-15.0/15,-1.0,'-6.0/24,-0.25,'32.0/32,1.0,2.2672413793103448
5,2,1,6,'6.0/28,0.21428571428571427,'-2.0/28,-0.07142857142857142,'-5.0/21,-0.23809523809523808,'5.0/23,0.21739130434782608,0.2650103519668737
5,2,2,1,'24.0/24,1.0,'8.0/32,0.25,'-22.0/22,-1.0,'-12.0/22,-0.5454545454545454,-0.7954545454545454
5,2,2,2,'29.0/29,1.0,'29.0/29,1.0,'-27.0/27,-1.0,'-15.0/15,-1.0,-2.0
5,2,2,3,'19.0/19,1.0,'19.0/29,0.6551724137931034,'-25.0/25,-1.0,'-11.0/27,-0.4074074074074074,-1.0625798212005109
5,2,2,4,'26.0/26,1.0,'-8.0/28,-0.2857142857142857,'-27.0/27,-1.0,'5.0/19,0.2631578947368421,0.5488721804511278
5,2,2,5,'25.0/25,1.0,'-22.0/22,-1.0,'-24.0/24,-1.0,'29.0/29,1.0,2.0
5,2,2,6,'27.0/27,1.0,'-9.0/21,-0.42857142857142855,'-33.0/33,-1.0,'13.0/19,0.6842105263157895,1.112781954887218
5,2,3,1,'15.0/23,0.6521739130434783,'15.0/29,0.5172413793103449,'-13.0/23,-0.5652173913043478,'-7.0/25,-0.28,-0.7102848575712144
5,2,3,2,'9.0/27,0.3333333333333333,'28.0/28,1.0,'-8.0/30,-0.26666666666666666,'-15.0/15,-1.0,-1.9333333333333333
5,2,3,3,'10.0/16,0.625,'5.0/27,0.18518518518518517,'-10.0/30,-0.3333333333333333,'-3.0/27,-0.1111111111111111,-0.004629629629629595
5,2,3,4,'14.0/26,0.5384615384615384,'-2.0/20,-0.1,'-1.0/25,-0.04,'-1.0/29,-0.034482758620689655,0.5639787798408488
5,2,3,5,'4.0/22,0.18181818181818182,'-26.0/26,-1.0,'-2.0/22,-0.09090909090909091,'30.0/30,1.0,2.090909090909091
5,2,3,6,'10.0/24,0.4166666666666667,'-2.0/28,-0.07142857142857142,'-11.0/27,-0.4074074074074074,'15.0/21,0.7142857142857143,0.794973544973545
5,2,4,1,'-2.0/26,-0.07692307692307693,'19.0/25,0.76,'5.0/23,0.21739130434782608,'-12.0/26,-0.46153846153846156,-1.0810702341137124
5,2,4,2,'-12.0/28,-0.42857142857142855,'18.0/18,1.0,'-3.0/31,-0.0967741935483871,'-23.0/23,-1.0,-2.525345622119816
5,2,4,3,'-10.0/26,-0.38461538461538464,'8.0/22,0.36363636363636365,'7.0/19,0.3684210526315789,'-11.0/33,-0.3333333333333333,-0.7131640289535026
5,2,4,4,'1.0/27,0.037037037037037035,'-11.0/33,-0.3333333333333333,'9.0/21,0.42857142857142855,'7.0/19,0.3684210526315789,1.1673628515733778
5,2,4,5,'-7.0/17,-0.4117647058823529,'-31.0/31,-1.0,'8.0/30,0.26666666666666666,'22.0/22,1.0,1.8549019607843138
5,2,4,6,'-6.0/24,-0.25,'-5.0/27,-0.18518518518518517,'9.0/23,0.391304347826087,'6.0/26,0.23076923076923078,0.5572587637805029
5,2,5,1,'-25.0/25,-1.0,'11.0/17,0.6470588235294118,'28.0/28,1.0,'-16.0/30,-0.5333333333333333,-1.1803921568627451
5,2,5,2,'-19.0/19,-1.0,'25.0/25,1.0,'30.0/30,1.0,'-26.0/26,-1.0,-2.0
5,2,5,3,'-30.0/30,-1.0,'11.0/27,0.4074074074074074,'23.0/23,1.0,'-6.0/20,-0.3,-0.7074074074074074
5,2,5,4,'-23.0/23,-1.0,'-9.0/29,-0.3103448275862069,'23.0/23,1.0,'-1.0/25,-0.04,0.2703448275862069
5,2,5,5,'-26.0/26,-1.0,'-23.0/23,-1.0,'23.0/23,1.0,'28.0/28,1.0,2.0
5,2,5,6,'-28.0/28,-1.0,'-17.0/35,-0.4857142857142857,'19.0/19,1.0,'6.0/18,0.3333333333333333,0.819047619047619
5,2,6,1,'-13.0/27,-0.48148148148148145,'8.0/22,0.36363636363636365,'7.0/21,0.3333333333333333,'-12.0/30,-0.4,-0.9117845117845118
5,2,6,2,'-2.0/28,-0.07142857142857142,'24.0/24,1.0,'21.0/29,0.7241379310344828,'-19.0/19,-1.0,-1.3472906403940885
5,2,6,3,'-11.0/23,-0.4782608695652174,'3.0/23,0.13043478260869565,'16.0/32,0.5,'-6.0/22,-0.2727272727272727,-0.3814229249011858
5,2,6,4,'-7.0/21,-0.3333333333333333,'-13.0/33,-0.3939393939393939,'8.0/26,0.3076923076923077,'2.0/20,0.1,0.46829836829836835
5,2,6,5,'-11.0/25,-0.44,'-23.0/23,-1.0,'11.0/21,0.5238095238095238,'31.0/31,1.0,2.083809523809524
5,2,6,6,'-2.0/20,-0.1,'-8.0/30,-0.26666666666666666,'9.0/27,0.3333333333333333,'11.0/23,0.4782608695652174,0.9782608695652173
5,3,1,1,'4.0/26,0.15384615384615385,'3.0/19,0.15789473684210525,'8.0/26,0.3076923076923077,'7.0/29,0.2413793103448276,0.545023035041184
5,3,1,2,'3.0/17,0.17647058823529413,'23.0/23,1.0,'5.0/31,0.16129032258064516,'-5.0/29,-0.1724137931034483,-0.834652882287509
5,3,1,3,'1.0/13,0.07692307692307693,'16.0/32,0.5,'11.0/25,0.44,'-30.0/30,-1.0,-0.9830769230769231
5,3,1,4,'3.0/27,0.1111111111111111,'-7.0/27,-0.25925925925925924,'9.0/27,0.3333333333333333,'-9.0/19,-0.47368421052631576,0.2300194931773879
5,3,1,5,'1.0/31,0.03225806451612903,'-22.0/22,-1.0,'7.0/25,0.28,'10.0/22,0.45454545454545453,1.7668035190615836
5,3,1,6,'12.0/30,0.4,'-3.0/21,-0.14285714285714285,'13.0/27,0.48148148148148145,'22.0/22,1.0,2.0243386243386245
5,3,2,1,'19.0/19,1.0,'6.0/22,0.2727272727272727,'-15.0/31,-0.4838709677419355,'16.0/28,0.5714285714285714,0.8148303309593632
5,3,2,2,'29.0/29,1.0,'21.0/21,1.0,'-7.0/19,-0.3684210526315789,'-13.0/31,-0.41935483870967744,-0.7877758913412565
5,3,2,3,'26.0/26,1.0,'-4.0/20,-0.2,'-10.0/20,-0.5,'-34.0/34,-1.0,-0.3
5,3,2,4,'22.0/22,1.0,'-6.0/28,-0.21428571428571427,'-4.0/24,-0.16666666666666666,'-6.0/26,-0.23076923076923078,0.816849816849817
5,3,2,5,'33.0/33,1.0,'-18.0/18,-1.0,'-12.0/26,-0.46153846153846156,'7.0/23,0.30434782608695654,1.8428093645484949
5,3,2,6,'21.0/21,1.0,'-12.0/30,-0.4,'-8.0/20,-0.4,'29.0/29,1.0,2.0
5,3,3,1,'-2.0/26,-0.07692307692307693,'18.0/30,0.6,'-26.0/26,-1.0,'2.0/18,0.1111111111111111,-1.5658119658119656
5,3,3,2,'7.0/21,0.3333333333333333,'24.0/24,1.0,'-28.0/28,-1.0,'-7.0/27,-0.25925925925925924,-1.925925925925926
5,3,3,3,'11.0/27,0.4074074074074074,'11.0/27,0.4074074074074074,'-19.0/19,-1.0,'-27.0/27,-1.0,-2.0
5,3,3,4,'4.0/18,0.2222222222222222,'-2.0/28,-0.07142857142857142,'-27.0/27,-1.0,'-15.0/27,-0.5555555555555556,-1.261904761904762
5,3,3,5,'12.0/24,0.5,'-28.0/28,-1.0,'-27.0/27,-1.0,'5.0/21,0.23809523809523808,0.7380952380952381
5,3,3,6,'9.0/25,0.36,'-7.0/29,-0.2413793103448276,'-18.0/18,-1.0,'28.0/28,1.0,0.6013793103448276
5,3,4,1,'-25.0/37,-0.6756756756756757,'13.0/27,0.48148148148148145,'-11.0/17,-0.6470588235294118,'5.0/19,0.2631578947368421,-1.541058085949727
5,3,4,2,'-12.0/16,-0.75,'26.0/26,1.0,'-2.0/30,-0.06666666666666667,'-16.0/28,-0.5714285714285714,-2.388095238095238
5,3,4,3,'-7.0/23,-0.30434782608695654,'0.0/22,0.0,'-9.0/29,-0.3103448275862069,'-26.0/26,-1.0,-1.6146926536731634
5,3,4,4,'-1.0/21,-0.047619047619047616,'-5.0/19,-0.2631578947368421,'-12.0/30,-0.4,'-4.0/30,-0.13333333333333333,-0.3177944862155389
5,3,4,5,'-13.0/23,-0.5652173913043478,'-28.0/28,-1.0,'-6.0/26,-0.23076923076923078,'9.0/23,0.391304347826087,0.5953177257525084
5,3,4,6,'-14.0/26,-0.5384615384615384,'-9.0/31,-0.2903225806451613,'1.0/27,0.037037037037037035,'16.0/16,1.0,0.7888980792206599
5,3,5,1,'-21.0/21,-1.0,'5.0/19,0.2631578947368421,'13.0/33,0.3939393939393939,'11.0/27,0.4074074074074074,-0.4618110933900408
5,3,5,2,'-27.0/27,-1.0,'30.0/30,1.0,'11.0/27,0.4074074074074074,'-8.0/16,-0.5,-2.0925925925925926
5,3,5,3,'-31.0/31,-1.0,'10.0/20,0.5,'6.0/24,0.25,'-25.0/25,-1.0,-2.25
5,3,5,4,'-18.0/18,-1.0,'-3.0/37,-0.08108108108108109,'8.0/18,0.4444444444444444,'-5.0/27,-0.18518518518518517,-0.6596596596596596
5,3,5,5,'-33.0/33,-1.0,'-26.0/26,-1.0,'6.0/24,0.25,'5.0/17,0.29411764705882354,0.5441176470588236
5,3,5,6,'-30.0/30,-1.0,'-14.0/24,-0.5833333333333334,'14.0/22,0.6363636363636364,'24.0/24,1.0,1.2196969696969697
5,3,6,1,'-6.0/34,-0.17647058823529413,'7.0/17,0.4117647058823529,'22.0/22,1.0,'11.0/27,0.4074074074074074,0.8191721132897604
5,3,6,2,'-10.0/22,-0.45454545454545453,'35.0/35,1.0,'26.0/26,1.0,'-5.0/17,-0.29411764705882354,-0.7486631016042782
5,3,6,3,'-5.0/25,-0.2,'8.0/26,0.3076923076923077,'24.0/24,1.0,'-25.0/25,-1.0,-0.5076923076923077
5,3,6,4,'-4.0/26,-0.15384615384615385,'-16.0/26,-0.6153846153846154,'22.0/22,1.0,'-2.0/26,-0.07692307692307693,1.3846153846153846
5,3,6,5,'-4.0/16,-0.25,'-20.0/20,-1.0,'28.0/28,1.0,'8.0/36,0.2222222222222222,1.9722222222222223
5,3,6,6,'-13.0/25,-0.52,'-3.0/25,-0.12,'24.0/24,1.0,'26.0/26,1.0,1.6
5,4,1,1,'8.0/22,0.36363636363636365,'10.0/24,0.4166666666666667,'22.0/22,1.0,'32.0/32,1.0,1.946969696969697
5,4,1,2,'7.0/21,0.3333333333333333,'25.0/25,1.0,'21.0/21,1.0,'9.0/33,0.2727272727272727,0.606060606060606
5,4,1,3,'4.0/30,0.13333333333333333,'10.0/18,0.5555555555555556,'31.0/31,1.0,'-5.0/21,-0.23809523809523808,0.3396825396825396
5,4,1,4,'27.0/35,0.7714285714285715,'-1.0/31,-0.03225806451612903,'16.0/16,1.0,'-18.0/18,-1.0,0.8036866359447004
5,4,1,5,'11.0/33,0.3333333333333333,'-19.0/19,-1.0,'18.0/18,1.0,'-12.0/30,-0.4,1.9333333333333331
5,4,1,6,'8.0/22,0.36363636363636365,'-14.0/24,-0.5833333333333334,'39.0/39,1.0,'7.0/15,0.4666666666666667,2.413636363636364
5,4,2,1,'23.0/23,1.0,'7.0/33,0.21212121212121213,'3.0/23,0.13043478260869565,'21.0/21,1.0,1.9183135704874832
5,4,2,2,'25.0/25,1.0,'20.0/20,1.0,'12.0/24,0.5,'15.0/31,0.4838709677419355,0.9838709677419355
5,4,2,3,'29.0/29,1.0,'18.0/28,0.6428571428571429,'5.0/19,0.2631578947368421,'-16.0/24,-0.6666666666666666,-0.0463659147869675
5,4,2,4,'25.0/25,1.0,'-6.0/20,-0.3,'19.0/35,0.5428571428571428,'-20.0/20,-1.0,0.8428571428571427
5,4,2,5,'33.0/33,1.0,'-25.0/25,-1.0,'14.0/18,0.7777777777777778,'-6.0/24,-0.25,2.5277777777777777
5,4,2,6,'25.0/25,1.0,'1.0/21,0.047619047619047616,'4.0/34,0.11764705882352941,'6.0/20,0.3,1.3700280112044818
5,4,3,1,'5.0/27,0.18518518518518517,'4.0/22,0.18181818181818182,'-9.0/29,-0.3103448275862069,'22.0/22,1.0,0.6930221757807964
5,4,3,2,'10.0/20,0.5,'27.0/27,1.0,'-5.0/25,-0.2,'0.0/28,0.0,-0.7
5,4,3,3,'13.0/21,0.6190476190476191,'5.0/23,0.21739130434782608,'-12.0/20,-0.6,'-8.0/36,-0.2222222222222222,-0.42056590752242917
5,4,3,4,'11.0/27,0.4074074074074074,'-12.0/22,-0.5454545454545454,'-9.0/17,-0.5294117647058824,'-34.0/34,-1.0,-0.5765498118439296
5,4,3,5,'7.0/23,0.30434782608695654,'-35.0/35,-1.0,'3.0/15,0.2,'-7.0/27,-0.25925925925925924,1.2450885668276972
5,4,3,6,'10.0/20,0.5,'-8.0/28,-0.2857142857142857,'-8.0/26,-0.3076923076923077,'14.0/26,0.5384615384615384,1.0164835164835164
5,4,4,1,'-12.0/24,-0.5,'6.0/22,0.2727272727272727,'-31.0/31,-1.0,'23.0/23,1.0,-0.7727272727272727
5,4,4,2,'-16.0/24,-0.6666666666666666,'20.0/20,1.0,'-29.0/29,-1.0,'9.0/27,0.3333333333333333,-2.333333333333333
5,4,4,3,'-7.0/27,-0.25925925925925924,'-7.0/23,-0.30434782608695654,'-26.0/26,-1.0,'-4.0/24,-0.16666666666666666,-1.1215780998389695
5,4,4,4,'-14.0/26,-0.5384615384615384,'-5.0/19,-0.2631578947368421,'-32.0/32,-1.0,'-23.0/23,-1.0,-2.2753036437246963
5,4,4,5,'-21.0/31,-0.6774193548387096,'-26.0/26,-1.0,'-17.0/17,-1.0,'-6.0/26,-0.23076923076923078,-0.9081885856079404
5,4,4,6,'3.0/23,0.13043478260869565,'-13.0/19,-0.6842105263157895,'-27.0/27,-1.0,'7.0/31,0.22580645161290322,0.040451760537388415
5,4,5,1,'-20.0/20,-1.0,'11.0/23,0.4782608695652174,'-12.0/32,-0.375,'25.0/25,1.0,-0.8532608695652174
5,4,5,2,'-29.0/29,-1.0,'23.0/23,1.0,'-11.0/27,-0.4074074074074074,'3.0/21,0.14285714285714285,-2.2645502645502646
5,4,5,3,'-26.0/26,-1.0,'8.0/28,0.2857142857142857,'-8.0/26,-0.3076923076923077,'-8.0/20,-0.4,-1.9934065934065934
5,4,5,4,'-30.0/30,-1.0,'-10.0/20,-0.5,'-12.0/20,-0.6,'-30.0/30,-1.0,-2.1
5,4,5,5,'-24.0/24,-1.0,'-28.0/28,-1.0,'-4.0/16,-0.25,'-20.0/32,-0.625,-0.875
5,4,5,6,'-26.0/26,-1.0,'-6.0/28,-0.21428571428571427,'-9.0/23,-0.391304347826087,'1.0/23,0.043478260869565216,-1.1335403726708075
5,4,6,1,'-11.0/21,-0.5238095238095238,'18.0/28,0.6428571428571429,'9.0/23,0.391304347826087,'28.0/28,1.0,0.2246376811594203
5,4,6,2,'-13.0/31,-0.41935483870967744,'16.0/16,1.0,'13.0/27,0.48148148148148145,'22.0/26,0.8461538461538461,-0.09171951107434984
5,4,6,3,'-4.0/28,-0.14285714285714285,'7.0/25,0.28,'14.0/26,0.5384615384615384,'1.0/21,0.047619047619047616,0.16322344322344318
5,4,6,4,'-13.0/33,-0.3939393939393939,'-15.0/25,-0.6,'8.0/22,0.36363636363636365,'-20.0/20,-1.0,-0.4303030303030303
5,4,6,5,'-8.0/22,-0.36363636363636365,'-28.0/28,-1.0,'9.0/33,0.2727272727272727,'-1.0/17,-0.058823529411764705,0.8502673796791443
5,4,6,6,'-10.0/28,-0.35714285714285715,'-17.0/27,-0.6296296296296297,'14.0/28,0.5,'11.0/17,0.6470588235294118,1.4195455960161842
5,5,1,1,'1.0/25,0.04,'11.0/25,0.44,'16.0/26,0.6153846153846154,'4.0/24,0.16666666666666666,0.3820512820512821
5,5,1,2,'10.0/26,0.38461538461538464,'31.0/31,1.0,'4.0/22,0.18181818181818182,'21.0/21,1.0,0.5664335664335665
5,5,1,3,'1.0/35,0.02857142857142857,'16.0/16,1.0,'6.0/24,0.25,'7.0/25,0.28,-0.4414285714285714
5,5,1,4,'4.0/28,0.14285714285714285,'-19.0/29,-0.6551724137931034,'-2.0/22,-0.09090909090909091,'-7.0/21,-0.3333333333333333,0.373787132407822
5,5,1,5,'16.0/18,0.8888888888888888,'-20.0/20,-1.0,'3.0/39,0.07692307692307693,'-23.0/23,-1.0,0.9658119658119657
5,5,1,6,'8.0/24,0.3333333333333333,'-9.0/29,-0.3103448275862069,'8.0/26,0.3076923076923077,'-9.0/21,-0.42857142857142855,0.5227990400404193
5,5,2,1,'24.0/24,1.0,'5.0/23,0.21739130434782608,'30.0/30,1.0,'7.0/23,0.30434782608695654,2.0869565217391304
5,5,2,2,'22.0/22,1.0,'27.0/27,1.0,'20.0/20,1.0,'31.0/31,1.0,2.0
5,5,2,3,'25.0/25,1.0,'4.0/26,0.15384615384615385,'23.0/23,1.0,'6.0/26,0.23076923076923078,2.076923076923077
5,5,2,4,'21.0/21,1.0,'-1.0/27,-0.037037037037037035,'21.0/21,1.0,'-3.0/31,-0.0967741935483871,1.94026284348865
5,5,2,5,'26.0/26,1.0,'-24.0/24,-1.0,'19.0/19,1.0,'-31.0/31,-1.0,2.0
5,5,2,6,'19.0/19,1.0,'-11.0/23,-0.4782608695652174,'28.0/28,1.0,'-14.0/30,-0.4666666666666667,2.0115942028985505
5,5,3,1,'7.0/17,0.4117647058823529,'7.0/25,0.28,'4.0/32,0.125,'10.0/26,0.38461538461538464,0.6413800904977376
5,5,3,2,'0.0/20,0.0,'24.0/24,1.0,'16.0/32,0.5,'24.0/24,1.0,0.5
5,5,3,3,'8.0/22,0.36363636363636365,'11.0/21,0.5238095238095238,'14.0/32,0.4375,'9.0/25,0.36,0.6373268398268398
5,5,3,4,'5.0/25,0.2,'-17.0/23,-0.7391304347826086,'10.0/26,0.38461538461538464,'-4.0/26,-0.15384615384615385,1.1698996655518394
5,5,3,5,'9.0/29,0.3103448275862069,'-22.0/22,-1.0,'1.0/25,0.04,'-24.0/24,-1.0,0.3503448275862069
5,5,3,6,'12.0/22,0.5454545454545454,'1.0/21,0.047619047619047616,'4.0/28,0.14285714285714285,'-15.0/29,-0.5172413793103449,0.12345126138229573
5,5,4,1,'-13.0/23,-0.5652173913043478,'5.0/31,0.16129032258064516,'-12.0/28,-0.42857142857142855,'4.0/18,0.2222222222222222,-0.9328569202341992
5,5,4,2,'-13.0/25,-0.52,'24.0/24,1.0,'-1.0/25,-0.04,'26.0/26,1.0,-0.56
5,5,4,3,'-5.0/31,-0.16129032258064516,'18.0/32,0.5625,'-3.0/23,-0.13043478260869565,'4.0/14,0.2857142857142857,-0.5685108194750551
